datetime,category_id,category_name,store_name,amount,card_name,card_type,transaction_type,member_id
2020-01-12 09:34:30,1,편의점,미니스톱,10500,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-01-12 10:43:10,1,편의점,세븐일레븐,8400,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-12 12:26:39,2,카페/디저트,이디야,5800,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-12 16:08:08,3,외식,롤링파스타,12700,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-01-12 16:22:53,12,기타,다이소,1600,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-01-12 19:17:15,7,쇼핑,자라,9200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-13 09:54:46,11,여행/숙박,대한항공,11500,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-01-13 11:31:30,11,여행/숙박,여기어때,12000,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-01-13 14:00:15,7,쇼핑,신세계백화점,3000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-13 22:14:54,4,주유,SK에너지,7400,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-14 10:11:36,6,마트,홈플러스,4900,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-01-14 11:41:54,3,외식,명동칼국수,5800,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-14 21:37:55,12,기타,올리브영,10900,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-14 23:59:44,7,쇼핑,신세계백화점,8200,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-01-15 09:27:56,5,영화/문화,키즈카페,4500,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-15 11:19:32,12,기타,철물점,15700,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-15 13:53:41,3,외식,롤링파스타,3600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-15 15:04:21,7,쇼핑,지그재그,3600,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-01-15 15:55:17,5,영화/문화,캐리비안베이,4700,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-01-15 20:11:11,7,쇼핑,롯데백화점,5100,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-01-15 21:50:55,4,주유,에이치디현대오일뱅크,9800,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-16 08:33:17,6,마트,GS마트,8300,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-01-16 12:50:43,7,쇼핑,자라,2700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-16 15:57:13,6,마트,트레이더스,4600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-16 17:29:40,2,카페/디저트,스타벅스,3100,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-01-16 17:50:02,11,여행/숙박,여기어때,9700,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-17 08:02:15,7,쇼핑,무신사,14000,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-01-17 12:47:42,4,주유,SK에너지,4900,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-01-17 13:20:40,5,영화/문화,메가박스,4900,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-17 16:10:43,7,쇼핑,롯데백화점,9000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-17 21:00:10,7,쇼핑,유니클로,7900,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-17 21:42:06,12,기타,올리브영,5700,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-18 11:34:27,7,쇼핑,에이블리,7100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-18 14:15:42,5,영화/문화,현대미술관,9200,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-18 15:30:51,3,외식,롤링파스타,4900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-18 15:32:09,1,편의점,미니스톱,11800,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-18 15:53:08,12,기타,올리브영,8100,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-01-18 21:01:17,2,카페/디저트,컴포즈커피,11800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-18 21:32:15,3,외식,이삭토스트,4400,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-18 22:15:45,7,쇼핑,무신사,8700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-19 09:27:49,6,마트,롯데마트,7400,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-01-19 09:44:53,2,카페/디저트,메가커피,3400,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-19 10:49:26,1,편의점,미니스톱,6900,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-19 15:05:28,7,쇼핑,무신사,2100,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-01-19 15:15:27,1,편의점,CU,10300,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-19 15:37:01,1,편의점,CU,6900,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-01-19 18:12:13,5,영화/문화,롯데시네마,5100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-19 20:38:00,3,외식,채선당,11000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-19 23:34:01,2,카페/디저트,엔제리너스,9600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-20 17:39:56,9,교육/육아,영풍문고,6700,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-01-20 20:12:56,3,외식,VIPS,11500,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-20 20:42:44,3,외식,본죽,11500,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-20 21:18:16,4,주유,에이치디현대오일뱅크,10600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-21 09:16:37,4,주유,에이치디현대오일뱅크,11200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-21 09:41:03,6,마트,마켓컬리,10900,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-01-21 14:40:49,12,기타,미용실,3400,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-21 23:26:14,12,기타,철물점,1200,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-22 10:30:57,3,외식,원할머니보쌈,8300,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-22 13:45:18,5,영화/문화,캐리비안베이,6000,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-22 19:46:10,7,쇼핑,무신사,6600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-22 20:14:27,7,쇼핑,자라,13800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-23 16:11:14,12,기타,올리브영,16600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-23 19:54:49,3,외식,VIPS,5300,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-23 20:46:16,2,카페/디저트,엔제리너스,11500,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-23 23:46:04,7,쇼핑,지그재그,6300,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-01-24 10:43:24,12,기타,올리브영,16300,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-24 15:15:38,12,기타,인테리어,1000,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-01-24 17:01:19,11,여행/숙박,에어비앤비,3300,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-01-24 20:04:48,2,카페/디저트,엔제리너스,8600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-25 10:05:42,8,병원/약국,이비인후과,11300,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-25 17:25:37,7,쇼핑,자라,12700,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-01-25 19:38:07,3,외식,배달의민족,10000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-26 08:21:46,2,카페/디저트,엔제리너스,4600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-26 08:56:28,12,기타,미용실,10200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-26 11:57:01,1,편의점,미니스톱,3400,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-01-26 12:08:40,3,외식,채선당,4600,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-01-26 14:28:36,9,교육/육아,클래스101,7700,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-26 16:07:28,2,카페/디저트,카페베네,10600,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-01-26 20:06:23,12,기타,올리브영,1900,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-26 21:56:18,7,쇼핑,자라,6700,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-26 21:58:26,12,기타,올리브영,6200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-26 23:17:21,3,외식,맥도날드,4500,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-27 08:34:24,7,쇼핑,신세계백화점,4500,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-27 12:05:54,5,영화/문화,키즈카페,4500,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-27 15:47:44,12,기타,미용실,10900,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-01-27 19:48:51,5,영화/문화,키즈카페,13100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-27 21:53:07,11,여행/숙박,하나투어,7800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-27 23:56:15,2,카페/디저트,이디야,10400,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-01-28 16:28:59,2,카페/디저트,카페베네,8600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-28 16:48:30,11,여행/숙박,아시아나항공,6600,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-01-28 20:07:32,10,자동차/하이패스,호남고속도로,12900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-28 21:22:31,2,카페/디저트,할리스,6500,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-01-29 10:43:36,2,카페/디저트,할리스,8500,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-01-29 15:10:09,6,마트,농협하나로마트,4000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-29 15:55:07,3,외식,역전할머니맥주,2600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-29 16:24:42,7,쇼핑,지그재그,5900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-30 14:37:39,6,마트,GS마트,7700,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-30 17:38:31,3,외식,원할머니보쌈,7800,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-01-30 20:37:22,3,외식,역전할머니맥주,5700,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-01-30 20:51:28,5,영화/문화,키즈카페,6300,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-30 20:57:55,11,여행/숙박,에어비앤비,8600,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-01-30 22:03:31,5,영화/문화,뮤지컬/연극,5700,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-31 11:00:10,11,여행/숙박,대한항공,12500,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-01-31 13:12:41,3,외식,VIPS,8900,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-01-31 18:37:15,3,외식,투다리,18000,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-02-01 00:00:00,13,통신,KT,50000,KB국민 노리2 체크카드(KB Pay),체크카드,정기결제,4
2020-02-01 01:00:00,14,교통(대중),기후동행카드,55000,우리카드 DA@카드의정석,신용카드,정기결제,4
2020-02-01 08:40:10,2,카페/디저트,투썸,12600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-02-01 21:48:20,1,편의점,미니스톱,10100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-02-02 10:25:30,12,기타,올리브영,13700,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-02-02 19:01:10,3,외식,맥도날드,15000,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-02-03 09:05:21,2,카페/디저트,엔제리너스,6000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-02-03 12:19:30,3,외식,역전할머니맥주,9200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-02-03 14:38:15,2,카페/디저트,컴포즈커피,12400,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-02-03 14:52:14,3,외식,롤링파스타,9900,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-02-03 15:36:43,7,쇼핑,H&M,12700,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-02-03 18:04:43,11,여행/숙박,대한항공,8200,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-02-03 18:07:36,7,쇼핑,유니클로,3000,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-02-03 18:56:28,5,영화/문화,뮤지컬/연극,5200,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-02-03 21:46:18,2,카페/디저트,이디야,5700,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-02-04 08:01:27,6,마트,마켓컬리,15300,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-02-04 08:38:10,3,외식,롤링파스타,13100,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-02-04 10:31:27,12,기타,다이소,7200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-02-04 13:10:49,12,기타,철물점,8100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-02-04 15:24:45,6,마트,롯데마트,16100,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-02-04 22:32:37,2,카페/디저트,스타벅스,3900,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-02-05 08:28:08,4,주유,SK에너지,6100,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-02-05 09:03:29,3,외식,배달의민족,8300,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-02-05 10:16:45,7,쇼핑,ABC마트,6200,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-02-05 12:25:50,6,마트,GS마트,11000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-02-05 13:32:00,4,주유,GS칼텍스,12500,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-02-06 10:37:10,2,카페/디저트,스타벅스,7700,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-02-06 11:55:23,11,여행/숙박,SRT,10800,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-02-06 12:16:06,6,마트,이마트,3100,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-02-06 15:24:14,3,외식,이삭토스트,8700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-02-06 17:12:12,6,마트,농협하나로마트,4400,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-02-06 18:34:10,7,쇼핑,에이블리,6600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-02-06 20:06:42,12,기타,다이소,800,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-02-06 21:58:22,7,쇼핑,H&M,10200,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-02-06 22:22:52,7,쇼핑,지그재그,3100,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-02-07 10:54:37,3,외식,배달의민족,7200,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-02-07 11:58:06,3,외식,역전할머니맥주,10400,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-02-07 13:26:20,3,외식,투다리,9400,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-02-07 14:37:31,6,마트,홈플러스,14200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-02-07 18:23:04,2,카페/디저트,메가커피,8700,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-02-07 21:01:32,4,주유,에이치디현대오일뱅크,7200,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-02-08 08:05:39,2,카페/디저트,엔제리너스,5000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-02-08 08:52:53,6,마트,롯데마트,10000,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-02-08 09:52:14,7,쇼핑,H&M,12700,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-02-08 12:33:50,2,카페/디저트,이디야,5100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-02-08 17:04:39,2,카페/디저트,투썸,12500,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-02-08 18:41:00,2,카페/디저트,스타벅스,12800,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-02-08 20:40:52,7,쇼핑,지그재그,12700,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-02-08 23:53:46,7,쇼핑,ABC마트,9200,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-02-09 08:07:04,2,카페/디저트,엔제리너스,7700,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-02-09 09:25:21,1,편의점,CU,8300,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-02-09 12:26:04,12,기타,인테리어,11700,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-02-09 15:31:03,7,쇼핑,자라,9400,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-02-09 16:38:39,1,편의점,세븐일레븐,7200,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-02-09 22:12:45,5,영화/문화,캐리비안베이,10400,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-02-09 23:41:48,7,쇼핑,자라,4900,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-02-10 11:57:01,2,카페/디저트,투썸,14600,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-02-10 13:31:36,7,쇼핑,에이블리,10100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-02-10 13:44:00,12,기타,인테리어,6400,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-02-10 17:47:40,7,쇼핑,자라,6700,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-02-10 20:38:35,4,주유,S-OIL,14200,신한카드 Hey Young 체크,체크카드,일반결제,4
2020-02-11 08:39:58,7,쇼핑,롯데백화점,11100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-02-11 13:39:09,11,여행/숙박,여기어때,6000,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-02-11 14:04:08,3,외식,역전할머니맥주,4500,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-02-11 15:47:05,6,마트,이마트,9800,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2020-02-11 16:50:46,3,외식,원할머니보쌈,13600,우리카드 DA@카드의정석,신용카드,일반결제,4
2020-02-11 17:48:12,3,외식,롤링파스타,6100,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-02-11 17:49:45,2,카페/디저트,엔제리너스,6300,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020-02-12 16:15:21,11,여행/숙박,SRT,9800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2020-02-12 16:17:36,12,기타,미용실,11200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
